               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.021886,           0.0089063,            0.020598,             0.87361,             0.85205,             0.90334,             0.71355,            0.012449,           0.0027283,           0.0094552,            0.006931,            0.006931,            0.006931
                 157,            0.022949,           0.0085661,            0.020724,             0.86863,             0.81149,              0.8992,             0.69526,            0.014066,           0.0027654,            0.010117,           0.0069112,           0.0069112,           0.0069112
                 158,            0.020535,           0.0088494,            0.020747,             0.87428,             0.84864,             0.92314,             0.70577,            0.013866,           0.0028771,           0.0098482,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022115,           0.0084759,            0.021686,             0.90377,             0.86645,             0.94002,             0.74961,            0.013057,           0.0026785,           0.0060075,           0.0068716,           0.0068716,           0.0068716
                 160,            0.020908,           0.0088984,            0.019881,             0.88433,             0.84493,             0.91942,             0.74449,            0.011271,           0.0026781,           0.0080765,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022163,           0.0089293,            0.023188,             0.70409,             0.91756,              0.9315,             0.74065,            0.012298,           0.0026677,           0.0090006,            0.006832,            0.006832,            0.006832
                 162,            0.021095,           0.0087595,            0.022014,             0.87703,             0.85296,             0.90065,             0.73172,            0.012135,           0.0027348,           0.0082513,           0.0068122,           0.0068122,           0.0068122
                 163,             0.02036,           0.0088525,            0.020892,             0.88967,             0.82702,              0.9143,             0.73405,            0.012102,           0.0027314,           0.0092476,           0.0067924,           0.0067924,           0.0067924
                 164,             0.02112,           0.0083792,            0.020316,              0.8475,             0.84766,             0.91672,             0.74756,            0.012688,           0.0025979,           0.0089123,           0.0067726,           0.0067726,           0.0067726
                 165,            0.021207,           0.0085382,            0.019415,             0.86979,             0.84549,              0.9192,             0.72241,            0.012357,           0.0025968,           0.0081447,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023388,           0.0087732,              0.0208,             0.88715,             0.82917,             0.92403,             0.75108,            0.012293,           0.0025909,           0.0072469,            0.006733,            0.006733,            0.006733
                 167,             0.02239,           0.0085182,             0.02092,             0.90526,             0.86329,             0.91655,             0.73718,            0.012347,           0.0026207,           0.0063804,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02235,           0.0083385,            0.018069,             0.87771,             0.86325,             0.92806,             0.71961,             0.01322,           0.0027453,           0.0074515,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02023,           0.0082229,            0.016569,              0.7919,             0.90365,             0.94744,             0.75329,            0.012686,            0.002775,           0.0077957,           0.0066736,           0.0066736,           0.0066736
                 170,            0.021768,            0.008717,            0.018796,             0.92348,             0.86738,             0.93567,             0.73012,            0.012276,           0.0027513,            0.006116,           0.0066538,           0.0066538,           0.0066538
                 171,            0.020982,           0.0088082,            0.019464,              0.8983,             0.85598,             0.91661,             0.72606,            0.013466,           0.0027966,           0.0078067,            0.006634,            0.006634,            0.006634
                 172,            0.022788,           0.0086706,            0.020931,             0.87074,             0.87566,             0.90205,             0.68588,             0.01368,           0.0028176,           0.0079676,           0.0066142,           0.0066142,           0.0066142
                 173,            0.020612,           0.0087189,            0.020531,             0.83703,             0.84759,              0.9119,             0.69833,            0.013069,           0.0028948,            0.010047,           0.0065944,           0.0065944,           0.0065944
                 174,            0.020711,           0.0085711,             0.02078,             0.85025,             0.88142,              0.9338,             0.72883,            0.013734,           0.0030551,           0.0076408,           0.0065746,           0.0065746,           0.0065746
                 175,            0.020011,           0.0085684,            0.018704,             0.88782,             0.80615,             0.90972,             0.71586,            0.012251,           0.0029659,           0.0096227,           0.0065548,           0.0065548,           0.0065548
                 176,            0.020527,           0.0082257,             0.01839,             0.78199,             0.87284,             0.89648,             0.73279,            0.010895,           0.0026011,           0.0089099,            0.006535,            0.006535,            0.006535
                 177,            0.020522,            0.008729,             0.01797,             0.83857,             0.86892,              0.9231,             0.74093,            0.011767,           0.0025571,           0.0086437,           0.0065152,           0.0065152,           0.0065152
                 178,            0.020259,           0.0083666,            0.017728,             0.85256,              0.8248,             0.92737,             0.72903,             0.01223,           0.0026069,           0.0077785,           0.0064954,           0.0064954,           0.0064954
                 179,            0.020485,           0.0084067,            0.017548,             0.88116,             0.83615,             0.92287,             0.73834,            0.012475,           0.0026482,           0.0081652,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021142,           0.0084701,            0.018408,             0.92092,             0.85324,             0.90587,             0.70729,            0.013011,           0.0029617,           0.0067541,           0.0064558,           0.0064558,           0.0064558
                 181,             0.02164,           0.0085813,            0.018455,             0.92187,             0.84973,             0.91997,             0.72648,            0.012117,           0.0025907,           0.0071122,            0.006436,            0.006436,            0.006436
                 182,            0.021737,           0.0085807,            0.019657,             0.90785,              0.8417,              0.9158,              0.7199,            0.012399,           0.0025695,           0.0076114,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021005,           0.0089161,            0.017992,             0.81767,             0.85659,             0.91408,              0.7246,            0.012113,           0.0028521,           0.0092165,           0.0063964,           0.0063964,           0.0063964
                 184,            0.020305,           0.0084157,            0.017567,             0.85848,             0.82222,             0.90946,              0.7095,            0.012307,            0.002877,            0.007975,           0.0063766,           0.0063766,           0.0063766
                 185,            0.020908,           0.0079744,            0.016701,             0.87694,             0.82286,             0.90156,             0.70099,            0.012238,           0.0028157,           0.0088751,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021389,           0.0086563,             0.02049,             0.87995,             0.84199,              0.8921,             0.68734,             0.01212,           0.0028412,            0.009383,            0.006337,            0.006337,            0.006337
                 187,            0.021087,           0.0085291,            0.018024,             0.88955,             0.86665,             0.93466,             0.75519,            0.011818,           0.0027314,           0.0077784,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020207,           0.0086828,            0.019613,             0.93997,             0.86342,             0.94167,             0.73452,            0.012403,           0.0027072,           0.0068764,           0.0062974,           0.0062974,           0.0062974
                 189,            0.020535,           0.0080623,            0.018615,             0.84892,             0.84141,              0.9115,             0.73054,              0.0115,           0.0025956,            0.010235,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022515,           0.0087344,            0.018288,             0.87001,             0.86217,             0.92616,             0.73351,            0.011517,           0.0028788,           0.0071091,           0.0062578,           0.0062578,           0.0062578
                 191,            0.020718,           0.0082802,            0.018557,             0.87076,              0.8663,             0.93979,             0.75954,            0.011995,           0.0029278,           0.0070198,            0.006238,            0.006238,            0.006238
                 192,            0.020627,           0.0086616,            0.018732,             0.88749,             0.81875,             0.92255,             0.73845,            0.011904,           0.0027175,            0.010259,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021025,            0.008326,            0.017355,             0.90884,             0.85327,             0.94106,             0.73885,            0.012395,           0.0026575,           0.0079513,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021476,           0.0084481,            0.019473,             0.89018,             0.85423,              0.9105,             0.70303,            0.012756,           0.0027221,           0.0061809,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02063,           0.0087675,            0.019089,             0.90188,             0.86042,              0.9201,             0.72508,            0.012551,           0.0027891,           0.0072136,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02176,           0.0084401,            0.020598,             0.91603,             0.87249,             0.91466,             0.71295,            0.012476,           0.0028731,           0.0068044,            0.006139,            0.006139,            0.006139
                 197,            0.019821,           0.0080613,            0.014085,             0.91585,             0.87582,             0.92646,             0.70978,            0.012644,           0.0029903,           0.0060133,           0.0061192,           0.0061192,           0.0061192
                 198,            0.019885,           0.0081577,            0.017571,             0.91989,             0.86564,             0.93561,             0.74945,            0.012407,           0.0027586,           0.0056918,           0.0060994,           0.0060994,           0.0060994
                 199,            0.019796,           0.0080904,            0.015864,             0.91393,              0.8617,             0.92599,             0.75053,            0.011392,           0.0026869,           0.0063741,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020301,            0.008235,            0.015249,             0.87231,             0.86958,             0.92873,              0.7663,             0.01141,           0.0027088,            0.006901,           0.0060598,           0.0060598,           0.0060598
                 201,             0.01984,             0.00832,            0.015995,              0.8843,             0.84945,             0.92622,             0.74607,            0.012177,           0.0025945,           0.0084292,             0.00604,             0.00604,             0.00604
                 202,            0.019858,           0.0084411,            0.014143,             0.87472,              0.8596,             0.93071,             0.72354,            0.012733,           0.0026899,           0.0089559,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021161,           0.0085133,            0.017727,             0.88042,             0.85665,             0.92343,             0.73771,            0.012203,            0.002527,           0.0090012,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020372,           0.0079869,            0.014761,             0.90977,             0.82515,              0.9115,             0.73574,            0.011289,           0.0025898,           0.0096219,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020787,           0.0083222,            0.015813,             0.90395,             0.84315,              0.9266,             0.71865,            0.012976,           0.0028927,            0.011625,           0.0059608,           0.0059608,           0.0059608
                 206,             0.01966,           0.0083429,            0.014611,              0.8695,             0.86321,             0.91189,             0.71378,            0.012273,           0.0027965,           0.0092417,            0.005941,            0.005941,            0.005941
                 207,             0.02008,           0.0076334,            0.017276,             0.88213,             0.86666,             0.91501,              0.7354,            0.011529,           0.0029095,           0.0094719,           0.0059212,           0.0059212,           0.0059212
                 208,            0.020229,            0.007942,            0.017195,             0.87533,             0.85928,             0.91356,             0.73283,            0.011609,           0.0028775,           0.0090247,           0.0059014,           0.0059014,           0.0059014
                 209,            0.018878,            0.008264,            0.016364,             0.89948,             0.87007,             0.92816,             0.71722,            0.012776,           0.0028194,           0.0061129,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019096,            0.008098,            0.015735,              0.8947,             0.85329,             0.91466,             0.71258,            0.012968,           0.0028569,            0.006563,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020544,           0.0082541,            0.015917,             0.91203,              0.8776,             0.94157,              0.7702,            0.011612,            0.002638,           0.0065993,            0.005842,            0.005842,            0.005842
                 212,            0.019585,           0.0080473,            0.016009,             0.90825,             0.86455,             0.92392,              0.7503,            0.011351,           0.0024918,           0.0064355,           0.0058222,           0.0058222,           0.0058222
                 213,            0.020401,           0.0085677,            0.018497,             0.88808,             0.87413,              0.9253,              0.7521,            0.011989,           0.0025346,             0.00836,           0.0058024,           0.0058024,           0.0058024
                 214,            0.019958,           0.0084078,            0.017188,              0.8884,             0.83558,              0.9211,             0.75143,            0.011031,           0.0024668,           0.0083735,           0.0057826,           0.0057826,           0.0057826
                 215,             0.01975,           0.0081162,              0.0175,             0.84137,             0.88825,             0.93011,             0.76937,            0.011312,           0.0024421,            0.007791,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02051,           0.0080082,            0.015504,             0.80125,             0.89811,             0.91548,             0.73168,             0.01228,           0.0025605,           0.0078544,            0.005743,            0.005743,            0.005743
                 217,            0.019387,           0.0080999,             0.01611,             0.84985,             0.87785,             0.93678,             0.75093,            0.011881,           0.0024755,           0.0080016,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02064,           0.0080819,            0.016435,             0.89061,             0.83999,             0.94134,              0.7544,             0.01201,           0.0026023,           0.0072127,           0.0057034,           0.0057034,           0.0057034
                 219,            0.020186,           0.0083985,            0.017877,             0.88556,             0.83795,             0.92143,             0.72893,             0.01197,           0.0025547,           0.0084681,           0.0056836,           0.0056836,           0.0056836
                 220,            0.020399,           0.0083206,            0.017831,             0.87022,             0.86168,             0.92476,             0.75155,            0.011247,           0.0025352,           0.0070268,           0.0056638,           0.0056638,           0.0056638
                 221,            0.019997,            0.008266,            0.015963,              0.9137,             0.86553,             0.93384,             0.75111,            0.011967,           0.0025368,           0.0069688,            0.005644,            0.005644,            0.005644
                 222,            0.018898,           0.0079501,            0.015149,             0.88166,             0.84852,              0.9395,             0.74912,            0.011418,           0.0024163,           0.0074457,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018105,           0.0080588,            0.013908,             0.90649,              0.8382,             0.92591,             0.75305,            0.011314,           0.0024165,           0.0073639,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019017,           0.0076954,            0.016185,             0.89148,              0.8539,             0.93641,              0.7503,            0.011734,           0.0025629,            0.010056,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02023,           0.0081757,            0.014088,             0.90771,             0.87569,             0.90206,             0.73186,            0.011695,            0.002545,           0.0097281,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020117,           0.0080202,            0.015629,             0.88935,             0.85722,             0.91205,             0.72359,            0.011989,           0.0024239,            0.010347,            0.005545,            0.005545,            0.005545
                 227,            0.019497,           0.0081553,            0.014072,             0.89138,             0.84774,             0.93988,              0.7574,             0.01105,            0.002585,            0.007699,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020438,           0.0077027,            0.016714,             0.86596,             0.86935,               0.934,             0.74899,            0.012049,            0.002633,           0.0070733,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020047,           0.0075893,            0.014279,             0.85772,             0.88499,             0.93493,             0.74461,            0.011586,           0.0025426,           0.0065047,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019246,           0.0077263,             0.01617,             0.88045,             0.82624,             0.94547,             0.75156,             0.01169,           0.0026195,           0.0076874,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019322,           0.0076895,            0.016001,             0.89696,             0.84546,             0.92253,             0.75094,             0.01123,           0.0026139,           0.0082139,            0.005446,            0.005446,            0.005446
                 232,            0.019172,           0.0078275,            0.015962,             0.88766,             0.86781,             0.94529,             0.77712,            0.010982,           0.0025256,           0.0066901,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019737,           0.0081371,            0.017205,             0.91671,             0.84416,             0.94186,              0.7636,            0.011197,            0.002602,           0.0050012,           0.0054064,           0.0054064,           0.0054064
                 234,            0.018273,           0.0080642,            0.015604,              0.8981,              0.8847,             0.94517,              0.7909,            0.010366,           0.0024777,           0.0055414,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019378,           0.0076646,            0.016009,             0.88116,             0.84708,             0.94006,             0.75657,            0.011437,           0.0026334,           0.0065786,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018167,           0.0079765,            0.014121,             0.88633,             0.89562,             0.94379,             0.76376,             0.01095,           0.0024202,           0.0060803,            0.005347,            0.005347,            0.005347
                 237,            0.019239,            0.007688,            0.015999,             0.84885,             0.89313,             0.92295,                0.75,            0.012164,           0.0024321,           0.0074316,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019629,           0.0078568,            0.014596,             0.86336,             0.82269,             0.91714,             0.74034,            0.011046,           0.0026005,           0.0099934,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018561,           0.0079096,            0.013955,              0.8633,             0.84628,             0.90338,              0.7384,            0.011099,           0.0025808,           0.0091913,           0.0052876,           0.0052876,           0.0052876
                 240,            0.018953,           0.0080269,             0.01624,             0.87101,             0.86938,             0.93976,             0.76412,            0.011173,           0.0026076,             0.00728,           0.0052678,           0.0052678,           0.0052678
                 241,             0.01894,           0.0078254,            0.016548,             0.87481,             0.86088,             0.93086,             0.72939,             0.01224,           0.0028183,           0.0068806,            0.005248,            0.005248,            0.005248
                 242,            0.019332,           0.0078264,            0.015384,             0.91146,             0.85738,             0.93081,             0.73782,             0.01198,           0.0027184,           0.0068151,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019708,           0.0080001,            0.016327,             0.89971,             0.84591,             0.91209,             0.73937,            0.011415,           0.0025747,           0.0097041,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019999,           0.0082082,            0.014602,             0.91433,             0.83387,             0.90032,             0.70038,            0.012107,           0.0026995,           0.0096206,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019069,           0.0076437,            0.014109,             0.88466,             0.86923,             0.92563,             0.72758,            0.012149,           0.0025135,           0.0078182,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019537,           0.0079831,            0.013745,             0.85301,             0.88317,             0.93888,             0.76133,             0.01107,           0.0024797,            0.006739,            0.005149,            0.005149,            0.005149
                 247,             0.01875,           0.0081043,            0.013954,             0.85164,             0.86633,             0.93602,             0.73631,            0.011628,           0.0027308,           0.0061547,           0.0051292,           0.0051292,           0.0051292
                 248,            0.018928,           0.0079072,            0.013609,             0.92812,             0.83174,             0.93683,             0.75806,            0.011019,           0.0026056,           0.0077703,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019426,           0.0082254,            0.014615,             0.92231,             0.83531,             0.94528,             0.75868,            0.011291,           0.0026349,           0.0074809,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019374,           0.0079761,            0.013756,             0.85622,             0.84341,             0.94242,             0.75231,            0.011627,           0.0025811,           0.0084028,           0.0050698,           0.0050698,           0.0050698
                 251,            0.017777,           0.0079559,            0.015385,             0.83691,             0.83649,             0.91114,             0.73698,            0.011036,           0.0026333,           0.0096019,             0.00505,             0.00505,             0.00505
                 252,            0.019816,           0.0081266,            0.016234,             0.87764,             0.85164,             0.91572,             0.73411,            0.011178,           0.0027954,           0.0095035,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017841,           0.0076091,            0.015062,             0.89283,             0.85215,             0.92823,             0.72405,            0.011751,           0.0027494,           0.0084846,           0.0050104,           0.0050104,           0.0050104
                 254,            0.018317,           0.0077221,            0.013535,             0.88595,             0.85641,             0.93285,              0.7298,            0.012498,           0.0027335,           0.0075871,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019249,           0.0077369,            0.014205,             0.90076,              0.8381,             0.93887,             0.75203,            0.011397,           0.0024946,            0.008408,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020212,           0.0078745,            0.015201,             0.92038,             0.84029,             0.91133,             0.70728,            0.012234,           0.0025869,           0.0087566,            0.004951,            0.004951,            0.004951
                 257,            0.019739,           0.0079619,            0.013962,             0.90944,             0.87095,             0.92129,             0.73821,            0.011328,           0.0025572,           0.0085819,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018595,            0.007722,            0.013549,             0.88374,             0.86869,              0.9225,             0.72762,            0.011536,            0.002537,           0.0090394,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018008,            0.007741,            0.013106,             0.85538,             0.85983,             0.93727,             0.75267,            0.010799,           0.0024931,           0.0087352,           0.0048916,           0.0048916,           0.0048916
                 260,             0.01832,           0.0077716,            0.014412,             0.89747,             0.83232,             0.93125,             0.73252,            0.011776,           0.0024786,           0.0099515,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020096,           0.0081351,            0.015439,             0.89114,             0.85078,             0.93645,             0.73387,            0.011871,           0.0024843,           0.0094172,            0.004852,            0.004852,            0.004852
                 262,            0.019936,           0.0079677,            0.014568,             0.90032,              0.8574,             0.91162,             0.72818,            0.011762,            0.002414,           0.0080231,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019433,           0.0078531,            0.015215,             0.90851,             0.85638,             0.91059,             0.73374,            0.011621,           0.0024304,           0.0084455,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018049,           0.0075908,            0.013263,             0.90666,             0.86002,             0.91271,             0.71773,            0.011357,           0.0024555,           0.0088072,           0.0047926,           0.0047926,           0.0047926
                 265,            0.018012,           0.0076462,            0.013089,              0.9002,             0.85244,             0.90879,             0.72973,             0.01136,           0.0023859,           0.0084695,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018422,           0.0075448,            0.011881,              0.8626,             0.86884,             0.91595,             0.73148,            0.011194,            0.002418,           0.0087371,            0.004753,            0.004753,            0.004753
                 267,            0.019049,           0.0076037,            0.011477,              0.8915,             0.83603,             0.92023,             0.74997,            0.011333,           0.0024906,            0.010122,           0.0047332,           0.0047332,           0.0047332
                 268,             0.01979,           0.0077149,            0.014744,               0.874,             0.86223,             0.89252,             0.71068,            0.011693,            0.002544,            0.010324,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018016,           0.0077108,               0.014,             0.88732,             0.86158,             0.90937,             0.73034,            0.011408,           0.0025553,            0.009052,           0.0046936,           0.0046936,           0.0046936
                 270,            0.018724,           0.0076693,            0.014109,              0.8784,             0.84347,             0.92563,             0.74394,            0.011514,           0.0026545,           0.0085458,           0.0046738,           0.0046738,           0.0046738
                 271,            0.018683,           0.0073833,            0.013133,             0.86843,             0.84484,             0.91817,             0.72262,             0.01187,           0.0027589,           0.0092659,            0.004654,            0.004654,            0.004654
                 272,            0.018387,           0.0072887,            0.012044,             0.88439,              0.8218,              0.9114,             0.72242,            0.011879,           0.0026094,            0.010123,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017504,           0.0072456,            0.011566,              0.8975,             0.81061,             0.91231,             0.73023,            0.011372,           0.0026333,            0.010305,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017289,           0.0075485,            0.011196,             0.85529,             0.83027,             0.92098,             0.72783,            0.011931,           0.0026819,           0.0094479,           0.0045946,           0.0045946,           0.0045946
                 275,             0.01835,           0.0076882,             0.01314,             0.84062,             0.85376,             0.92628,              0.7429,               0.012,           0.0026657,           0.0072428,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019167,           0.0072196,            0.015805,             0.86927,             0.84205,             0.93671,             0.76124,            0.011233,           0.0026051,           0.0067791,            0.004555,            0.004555,            0.004555
                 277,            0.019188,           0.0077673,            0.013462,             0.89638,             0.85587,             0.91344,             0.75035,            0.010536,           0.0025117,           0.0077039,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018869,           0.0073423,            0.012258,             0.85198,             0.84424,              0.9086,              0.7392,            0.011133,           0.0025719,            0.007796,           0.0045154,           0.0045154,           0.0045154
                 279,            0.018515,           0.0080148,            0.014384,             0.85661,             0.87727,             0.93134,              0.7435,            0.011746,           0.0026911,           0.0076366,           0.0044956,           0.0044956,           0.0044956
                 280,            0.017962,           0.0075905,            0.013596,             0.88107,                0.86,             0.92788,             0.74148,            0.011866,           0.0026238,           0.0087284,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017806,           0.0075733,            0.014159,             0.88889,             0.86637,             0.91575,             0.74194,            0.012066,           0.0025009,           0.0071829,            0.004456,            0.004456,            0.004456
                 282,            0.017493,           0.0076908,            0.014762,              0.8767,               0.866,             0.94123,             0.76087,             0.01125,           0.0023594,           0.0070895,           0.0044362,           0.0044362,           0.0044362
                 283,             0.01722,           0.0076886,            0.013518,             0.88004,             0.85393,             0.92087,             0.74916,            0.010615,           0.0023759,           0.0093544,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017999,            0.007351,            0.013469,             0.88943,             0.84827,             0.90912,             0.73997,            0.010447,           0.0025029,            0.010229,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018433,           0.0075874,            0.013336,             0.79089,             0.88008,             0.90403,             0.71537,            0.011474,           0.0025589,            0.010342,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017144,           0.0072698,            0.011716,             0.85923,             0.85079,             0.91086,              0.7245,            0.011565,           0.0025595,            0.011199,            0.004357,            0.004357,            0.004357
                 287,            0.018183,           0.0075765,            0.012766,             0.84398,             0.84505,             0.92721,             0.73308,            0.011432,           0.0024904,            0.010255,           0.0043372,           0.0043372,           0.0043372
                 288,            0.017818,           0.0077767,            0.013664,             0.76759,             0.87581,             0.93017,             0.73838,            0.011536,           0.0027531,            0.010833,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017767,           0.0075211,            0.012761,             0.88214,             0.80828,             0.91895,             0.74594,            0.011297,           0.0026807,            0.011749,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017452,           0.0073079,            0.011336,              0.8932,             0.86367,             0.92302,             0.73009,            0.011879,           0.0025859,           0.0094519,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018718,           0.0075951,            0.011233,             0.89918,             0.87377,             0.92435,             0.72042,            0.012422,           0.0025481,           0.0085662,            0.004258,            0.004258,            0.004258
                 292,            0.018118,             0.00782,            0.014251,             0.88985,             0.86354,             0.92751,             0.74721,             0.01154,           0.0024585,           0.0093002,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01897,           0.0076157,            0.012856,             0.91022,             0.83463,             0.93758,             0.74669,            0.011701,           0.0024312,           0.0097583,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017334,           0.0075505,            0.012567,             0.90971,             0.82882,              0.9374,             0.76148,            0.011109,           0.0024877,           0.0091929,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018904,           0.0076869,            0.014142,              0.9193,             0.86667,             0.93759,             0.74726,            0.012103,           0.0026271,            0.008608,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018403,           0.0074376,            0.014759,             0.88933,             0.88037,             0.93365,              0.7374,            0.011676,           0.0026304,           0.0076201,            0.004159,            0.004159,            0.004159
                 297,            0.017408,           0.0074205,            0.011569,             0.90227,              0.8729,             0.94323,             0.75679,            0.011466,           0.0026346,           0.0074225,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016656,            0.007611,            0.013468,             0.87801,              0.8669,             0.94754,             0.75648,            0.011369,            0.002576,           0.0068934,           0.0041194,           0.0041194,           0.0041194
                 299,             0.01734,           0.0070531,            0.014732,             0.91155,             0.81262,             0.91525,             0.73174,            0.010991,           0.0025953,           0.0080466,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016727,           0.0075005,             0.01081,             0.90562,             0.86179,             0.91883,             0.75334,            0.011521,           0.0024969,           0.0086908,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016964,           0.0072378,             0.01117,              0.8844,             0.88062,             0.94019,             0.76483,            0.010935,           0.0024252,            0.008965,             0.00406,             0.00406,             0.00406
                 302,            0.018027,           0.0077322,            0.012434,             0.87125,             0.88082,             0.91018,             0.72671,            0.011488,           0.0024615,           0.0081867,           0.0040402,           0.0040402,           0.0040402
                 303,            0.017559,           0.0072598,            0.010494,             0.82736,             0.90964,             0.90332,             0.72848,            0.011149,           0.0024854,           0.0083487,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017428,           0.0072063,            0.011244,             0.91197,             0.80235,              0.9109,             0.73922,            0.011336,           0.0025403,            0.010572,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017825,           0.0075615,            0.012906,              0.9053,             0.79898,             0.91899,             0.74328,            0.011286,           0.0025104,            0.012173,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017268,           0.0073265,            0.013134,             0.76039,              0.8785,             0.90925,             0.72581,            0.011742,           0.0024947,            0.012492,            0.003961,            0.003961,            0.003961
                 307,            0.016217,           0.0073326,            0.010772,             0.89492,              0.8572,             0.91977,             0.73551,            0.011851,           0.0025082,            0.010927,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016369,           0.0074666,             0.01158,             0.89966,             0.87212,             0.92313,             0.73918,            0.011992,           0.0025647,           0.0099198,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016445,           0.0071847,             0.01142,             0.90541,             0.85669,             0.93036,             0.74267,            0.012288,            0.002579,           0.0094409,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017123,           0.0072948,            0.011032,             0.90451,             0.85588,             0.91996,             0.71757,            0.012403,           0.0025949,           0.0099616,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017101,           0.0071246,            0.010842,             0.86484,             0.86509,             0.94353,             0.76442,            0.011909,            0.002566,            0.009892,            0.003862,            0.003862,            0.003862
                 312,            0.017606,           0.0072522,            0.012366,              0.8699,              0.8568,             0.92193,             0.75239,            0.011662,           0.0025963,           0.0098163,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017666,           0.0072468,            0.013793,             0.90713,             0.85475,             0.89487,             0.71787,            0.011924,           0.0025905,            0.010116,           0.0038224,           0.0038224,           0.0038224
                 314,            0.016999,           0.0074248,             0.01187,             0.91189,             0.86795,             0.90164,             0.71881,            0.012096,           0.0024917,            0.010372,           0.0038026,           0.0038026,           0.0038026
